"id-mapa","anio","mes","dia","fecha","franja","tipo","subtipo","uso_arma","uso_moto","barrio","comuna","latitud","longitud","cantidad"
500175,2016,"ENERO","MIERCOLES","2016-01-27",10,"Robo","Robo total","NO","NO","LINIERS",9,-34.638793278,-58.528302337,1
500178,2016,"ENERO","SABADO","2016-01-16",16,"Robo","Robo total","NO","NO","LINIERS",9,-34.6399284519999,-58.5282115489999,1
500181,2016,"ENERO","LUNES","2016-01-25",19,"Robo","Robo total","NO","NO","LINIERS",9,-34.6399284519999,-58.5282115489999,1
500184,2016,"ENERO","MIERCOLES","2016-01-27",11,"Robo","Robo total","SI","NO","VILLA REAL",10,-34.6224919159999,-58.5282058349999,1
500187,2016,"ENERO","LUNES","2016-01-18",12,"Robo","Robo total","NO","SI","LINIERS",9,-34.642454425,-58.5280061839999,1
500190,2016,"ENERO","SABADO","2016-01-23",10,"Robo","Robo total","NO","NO","LINIERS",9,-34.642454425,-58.5280061839999,1
500193,2016,"ENERO","MARTES","2016-01-05",20,"Robo","Robo automotor","SI","NO","VILLA REAL",10,-34.618551748,-58.527727489,1
500196,2016,"ENERO","LUNES","2016-01-11",19,"Robo","Robo total","NO","NO","VERSALLES",10,-34.6329838249999,-58.527705007,1
500199,2016,"ENERO","JUEVES","2016-01-21",16,"Robo","Robo total","NO","NO","LINIERS",9,-34.639812998,-58.527516173,1
500202,2016,"ENERO","MARTES","2016-01-19",10,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.625028518,-58.527472815,1
500205,2016,"ENERO","DOMINGO","2016-01-31",8,"Robo","Robo total","NO","NO","LINIERS",9,-34.638797542,-58.527454259,1
500208,2016,"ENERO","DOMINGO","2016-01-10",19,"Robo","Robo total","NO","NO","LINIERS",9,-34.640743207,-58.527354427,1
500211,2016,"ENERO","SABADO","2016-01-09",21,"Robo","Robo total","NO","NO","LINIERS",9,-34.635759546,-58.5273122369999,1
500214,2016,"ENERO","MARTES","2016-01-12",6,"Robo","Robo total","NO","NO","LINIERS",9,-34.635759546,-58.5273122369999,1
500217,2016,"ENERO","SABADO","2016-01-23",23,"Robo","Robo total","SI","NO","VILLA REAL",10,-34.620088004,-58.5272392379999,1
500220,2016,"ENERO","JUEVES","2016-01-07",0,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.624887949,-58.527186317,1
500223,2016,"ENERO","VIERNES","2016-01-29",12,"Robo","Robo total","NO","NO","VERSALLES",10,-34.629968177,-58.5271078609999,1
500226,2016,"ENERO","VIERNES","2016-01-01",12,"Robo","Robo total","NO","NO","LINIERS",9,-34.637857562,-58.5270999329999,1
500229,2016,"ENERO","MARTES","2016-01-05",19,"Robo","Robo total","NO","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500232,2016,"ENERO","SABADO","2016-01-02",19,"Robo","Robo total","NO","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500235,2016,"ENERO","MARTES","2016-01-05",18,"Robo","Robo total","NO","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500238,2016,"ENERO","LUNES","2016-01-11",16,"Robo","Robo total","NO","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500241,2016,"ENERO","JUEVES","2016-01-14",13,"Robo","Robo total","NO","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500244,2016,"ENERO","SABADO","2016-01-23",19,"Robo","Robo total","SI","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500247,2016,"ENERO","SABADO","2016-01-23",18,"Robo","Robo total","NO","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500250,2016,"ENERO","JUEVES","2016-01-28",13,"Robo","Robo total","NO","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500253,2016,"ENERO","VIERNES","2016-01-29",11,"Robo","Robo total","NO","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500256,2016,"ENERO","JUEVES","2016-01-28",21,"Robo","Robo total","NO","NO","LINIERS",9,-34.6386954289999,-58.5270305189999,1
500259,2016,"ENERO","JUEVES","2016-01-07",16,"Robo","Robo total","NO","NO","LINIERS",9,-34.63874759,-58.526993182,1
500262,2016,"ENERO","JUEVES","2016-01-21",13,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.6144280459999,-58.526875748,1
500265,2016,"ENERO","SABADO","2016-01-16",18,"Robo","Robo total","NO","NO","VERSALLES",10,-34.6257482459999,-58.526825988,1
500268,2016,"ENERO","SABADO","2016-01-16",9,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.6233930129999,-58.5267876839999,1
500271,2016,"ENERO","SABADO","2016-01-02",23,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.62304376,-58.526606138,1
500274,2016,"ENERO","DOMINGO","2016-01-31",20,"Robo","Robo total","NO","NO","LINIERS",9,-34.6456266179999,-58.526478513,1
500277,2016,"ENERO","LUNES","2016-01-11",21,"Robo","Robo total","SI","NO","LINIERS",9,-34.6545603709999,-58.526259178,1
500280,2016,"ENERO","MARTES","2016-01-26",2,"Robo","Robo total","NO","NO","LINIERS",9,-34.6395848,-58.526218935,1
500283,2016,"ENERO","VIERNES","2016-01-29",21,"Robo","Robo total","NO","NO","VILLA DEVOTO",11,-34.609684482,-58.526217185,1
500286,2016,"ENERO","VIERNES","2016-01-22",20,"Robo","Robo total","NO","NO","LINIERS",9,-34.640591069,-58.526013322,1
500289,2016,"ENERO","LUNES","2016-01-25",10,"Robo","Robo total","NO","NO","LINIERS",9,-34.636712351,-58.5258820399999,1
500292,2016,"ENERO","VIERNES","2016-01-29",19,"Robo","Robo total","NO","NO","LINIERS",9,-34.637713031,-58.5257767429999,1
500295,2016,"ENERO","SABADO","2016-01-23",11,"Robo","Robo total","NO","NO","LINIERS",9,-34.6377672199999,-58.525763647,1
500298,2016,"ENERO","VIERNES","2016-01-08",18,"Robo","Robo total","NO","NO","LINIERS",9,-34.654516171,-58.525755803,1
500301,2016,"ENERO","VIERNES","2016-01-15",18,"Robo","Robo total","NO","NO","VERSALLES",10,-34.626714277,-58.525744656,1
500304,2016,"ENERO","MARTES","2016-01-19",23,"Robo","Robo total","NO","NO","VILLA DEVOTO",11,-34.613541324,-58.5257084789999,1
500307,2016,"ENERO","JUEVES","2016-01-28",9,"Robo","Robo total","NO","SI","LINIERS",9,-34.638595214,-58.525688767,1
500310,2016,"ENERO","MIERCOLES","2016-01-27",21,"Robo","Robo total","SI","SI","LINIERS",9,-34.639695326,-58.525612811,1
500313,2016,"ENERO","SABADO","2016-01-30",7,"Robo","Robo automotor","SI","NO","LINIERS",9,-34.6534627689999,-58.525611801,1
500316,2016,"ENERO","DOMINGO","2016-01-10",14,"Robo","Robo total","NO","NO","LINIERS",9,-34.635013187,-58.5253183849999,1
500319,2016,"ENERO","SABADO","2016-01-09",20,"Robo","Robo automotor","SI","NO","VERSALLES",10,-34.625877827,-58.525279423,1
500322,2016,"ENERO","VIERNES","2016-01-22",13,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.621663224,-58.5251744619999,1
500325,2016,"ENERO","JUEVES","2016-01-21",15,"Robo","Robo total","NO","NO","VERSALLES",10,-34.6340150689999,-58.5247882039999,1
500328,2016,"ENERO","VIERNES","2016-01-29",13,"Robo","Robo total","NO","NO","LINIERS",9,-34.6405088179999,-58.524741245,1
500331,2016,"ENERO","MARTES","2016-01-26",16,"Robo","Robo total","SI","NO","VILLA DEVOTO",11,-34.6128328249999,-58.5247011119999,1
500334,2016,"ENERO","MIERCOLES","2016-01-06",22,"Robo","Robo total","NO","NO","VILLA DEVOTO",11,-34.6126208539999,-58.524366115,1
500337,2016,"ENERO","JUEVES","2016-01-21",13,"Robo","Robo total","SI","NO","LINIERS",9,-34.639170845,-58.524141615,1
500340,2016,"ENERO","LUNES","2016-01-18",3,"Robo","Robo total","NO","NO","LINIERS",9,-34.6348931329999,-58.5239628639999,1
500343,2016,"ENERO","DOMINGO","2016-01-24",18,"Robo","Robo total","NO","NO","LINIERS",9,-34.644188393,-58.5236485309999,1
500346,2016,"ENERO","MARTES","2016-01-05",21,"Robo","Robo total","NO","NO","LINIERS",9,-34.6354526549999,-58.5235071279999,1
500349,2016,"ENERO","VIERNES","2016-01-15",5,"Robo","Robo total","SI","SI","VILLA DEVOTO",11,-34.613016113,-58.52349607,1
500352,2016,"ENERO","MIERCOLES","2016-01-06",23,"Robo","Robo total","NO","NO","LINIERS",9,-34.643189876,-58.523411658,1
500355,2016,"ENERO","VIERNES","2016-01-01",1,"Robo","Robo total","NO","NO","VERSALLES",10,-34.6286626849999,-58.523350067,1
500358,2016,"ENERO","JUEVES","2016-01-28",22,"Robo","Robo total","SI","NO","LINIERS",9,-34.637584073,-58.523229332,1
500361,2016,"ENERO","VIERNES","2016-01-29",20,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.6175239999999,-58.523004903,1
500364,2016,"ENERO","DOMINGO","2016-01-03",14,"Robo","Robo total","SI","SI","LINIERS",9,-34.6398441109999,-58.5229485469999,1
500367,2016,"ENERO","JUEVES","2016-01-07",20,"Robo","Robo total","NO","NO","LINIERS",9,-34.6384729119999,-58.522948152,1
500370,2016,"ENERO","SABADO","2016-01-30",22,"Robo","Robo automotor","SI","SI","LINIERS",9,-34.642249004,-58.522923518,1
500373,2016,"ENERO","MARTES","2016-01-19",16,"Robo","Robo total","NO","NO","LINIERS",9,-34.642187223,-58.5227712449999,1
500376,2016,"ENERO","MARTES","2016-01-12",1,"Robo","Robo total","SI","NO","VILLA REAL",10,-34.6161870619999,-58.522770196,1
500379,2016,"ENERO","VIERNES","2016-01-08",19,"Robo","Robo total","SI","NO","LINIERS",9,-34.644136338,-58.5227345,1
500382,2016,"ENERO","JUEVES","2016-01-28",21,"Robo","Robo automotor","SI","NO","LINIERS",9,-34.6466064059999,-58.5227052939999,1
500385,2016,"ENERO","SABADO","2016-01-02",23,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.623551595,-58.522653668,1
500388,2016,"ENERO","DOMINGO","2016-01-17",7,"Robo","Robo total","NO","NO","LINIERS",9,-34.6422202259999,-58.522546672,1
500391,2016,"ENERO","SABADO","2016-01-02",13,"Robo","Robo total","SI","NO","VILLA DEVOTO",11,-34.6081697989999,-58.52241566,1
500394,2016,"ENERO","DOMINGO","2016-01-17",1,"Robo","Robo total","SI","NO","VILLA DEVOTO",11,-34.600982044,-58.5223042929999,1
500397,2016,"ENERO","MIERCOLES","2016-01-13",21,"Robo","Robo automotor","SI","NO","MATADEROS",9,-34.6553775479999,-58.522196169,1
500400,2016,"ENERO","DOMINGO","2016-01-10",22,"Robo","Robo total","SI","NO","LINIERS",9,-34.6391840269999,-58.521814552,1
500403,2016,"ENERO","MIERCOLES","2016-01-13",2,"Robo","Robo total","SI","NO","LINIERS",9,-34.644027089,-58.521805335,1
500406,2016,"ENERO","VIERNES","2016-01-08",23,"Robo","Robo automotor","SI","NO","MATADEROS",9,-34.6568121249999,-58.521791229,1
500409,2016,"ENERO","DOMINGO","2016-01-10",18,"Robo","Robo total","NO","SI","LINIERS",9,-34.6398392519999,-58.5217561809999,1
500412,2016,"ENERO","LUNES","2016-01-25",0,"Robo","Robo total","NO","NO","LINIERS",9,-34.6400140719999,-58.521663092,1
500415,2016,"ENERO","JUEVES","2016-01-21",21,"Robo","Robo total","NO","NO","VILLA DEVOTO",11,-34.6027471689999,-58.521519831,1
500418,2016,"ENERO","JUEVES","2016-01-21",21,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.616878761,-58.52142945,1
500421,2016,"ENERO","LUNES","2016-01-18",11,"Robo","Robo total","NO","NO","VERSALLES",10,-34.6330234439999,-58.52136109,1
500424,2016,"ENERO","MARTES","2016-01-19",21,"Robo","Robo total","SI","SI","VILLA DEVOTO",11,-34.6147975549999,-58.521350836,1
500427,2016,"ENERO","SABADO","2016-01-09",3,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.6231131179999,-58.521292371,1
500430,2016,"ENERO","MARTES","2016-01-12",23,"Robo","Robo total","NO","NO","MONTE CASTRO",10,-34.624732594,-58.521203336,1
500433,2016,"ENERO","VIERNES","2016-01-01",8,"Robo","Robo total","NO","NO","VILLA DEVOTO",11,-34.6106932119999,-58.521006148,1
500436,2016,"ENERO","JUEVES","2016-01-07",14,"Robo","Robo total","SI","NO","VILLA DEVOTO",11,-34.6106622309999,-58.520838402,1
500439,2016,"ENERO","SABADO","2016-01-30",12,"Robo","Robo total","NO","NO","LINIERS",9,-34.647772876,-58.5207048949999,1
500442,2016,"ENERO","MIERCOLES","2016-01-20",13,"Robo","Robo total","NO","NO","VILLA DEVOTO",11,-34.61329556,-58.520259795,1
500445,2016,"ENERO","VIERNES","2016-01-22",22,"Robo","Robo total","NO","NO","LINIERS",9,-34.640410012,-58.520131411,1
500448,2016,"ENERO","VIERNES","2016-01-22",15,"Robo","Robo total","NO","SI","LINIERS",9,-34.639892452,-58.5201289729999,1
500451,2016,"ENERO","SABADO","2016-01-16",10,"Robo","Robo total","NO","NO","VILLA DEVOTO",11,-34.601151205,-58.520057938,1
500454,2016,"ENERO","MIERCOLES","2016-01-20",22,"Robo","Robo total","SI","NO","LINIERS",9,-34.6451352089999,-58.519927847,1
500457,2016,"ENERO","MARTES","2016-01-12",17,"Robo","Robo total","NO","NO","LINIERS",9,-34.6409854419999,-58.519925668,1
500460,2016,"ENERO","DOMINGO","2016-01-31",22,"Robo","Robo total","NO","NO","VILLA DEVOTO",11,-34.6012690919999,-58.5198818659999,1
500463,2016,"ENERO","JUEVES","2016-01-07",0,"Robo","Robo automotor","NO","NO","LINIERS",9,-34.643764983,-58.51972632,1
500466,2016,"ENERO","VIERNES","2016-01-08",19,"Robo","Robo total","SI","NO","VILLA DEVOTO",11,-34.616162356,-58.5194882019999,1
500469,2016,"ENERO","MARTES","2016-01-05",14,"Robo","Robo total","SI","NO","VERSALLES",10,-34.632680707,-58.519415894,1
500472,2016,"FEBRERO","MIERCOLES","2016-02-03",22,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.621689126,-58.530645309,1
500475,2016,"FEBRERO","MIERCOLES","2016-02-03",21,"Robo","Robo total","NO","NO","LINIERS",9,-34.63889409381547,-58.530039054022076,1
500478,2016,"FEBRERO","SABADO","2016-02-20",11,"Robo","Robo total","NO","NO","LINIERS",9,-34.63889449677026,-58.53006327367519,1
500481,2016,"FEBRERO","MIERCOLES","2016-02-10",12,"Robo","Robo total","SI","NO","VILLA REAL",10,-34.6194238219999,-58.530093458,1
500484,2016,"FEBRERO","LUNES","2016-02-08",13,"Robo","Robo total","SI","NO","VERSALLES",10,-34.6313411689999,-58.530079265,1
500487,2016,"FEBRERO","VIERNES","2016-02-12",22,"Robo","Robo total","NO","NO","VERSALLES",10,-34.633720458,-58.529965923,1
500490,2016,"FEBRERO","VIERNES","2016-02-19",4,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.616826706,-58.529852346,1
500493,2016,"FEBRERO","LUNES","2016-02-15",10,"Robo","Robo total","NO","NO","LINIERS",9,-34.63585548,-58.529721079,1
500496,2016,"FEBRERO","MARTES","2016-02-02",2,"Robo","Robo total","SI","NO","LINIERS",9,-34.638410243,-58.529681448,1
500499,2016,"FEBRERO","MARTES","2016-02-02",21,"Robo","Robo total","SI","NO","LINIERS",9,-34.638410243,-58.529681448,1
500502,2016,"FEBRERO","SABADO","2016-02-06",22,"Robo","Robo total","NO","NO","LINIERS",9,-34.638410243,-58.529681448,1
500505,2016,"FEBRERO","LUNES","2016-02-08",23,"Robo","Robo total","NO","NO","LINIERS",9,-34.638410243,-58.529681448,1
500508,2016,"FEBRERO","LUNES","2016-02-15",19,"Robo","Robo total","NO","NO","LINIERS",9,-34.638410243,-58.529681448,1
500511,2016,"FEBRERO","LUNES","2016-02-22",14,"Robo","Robo total","NO","NO","LINIERS",9,-34.638410243,-58.529681448,1
500514,2016,"FEBRERO","LUNES","2016-02-22",22,"Robo","Robo total","NO","NO","LINIERS",9,-34.638410243,-58.529681448,1
500517,2016,"FEBRERO","JUEVES","2016-02-04",4,"Robo","Robo total","NO","NO","LINIERS",9,-34.639815831,-58.529677324,1
500520,2016,"FEBRERO","LUNES","2016-02-01",21,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.6200038279999,-58.529258468,1
500523,2016,"FEBRERO","LUNES","2016-02-08",0,"Robo","Robo automotor","SI","NO","VILLA REAL",10,-34.624486378,-58.529125482,1
500526,2016,"FEBRERO","JUEVES","2016-02-18",2,"Robo","Robo total","NO","NO","LINIERS",9,-34.639350302,-58.5288185649999,1
500529,2016,"FEBRERO","DOMINGO","2016-02-21",5,"Robo","Robo total","NO","NO","LINIERS",9,-34.639350302,-58.5288185649999,1
500532,2016,"FEBRERO","LUNES","2016-02-22",2,"Robo","Robo total","SI","NO","LINIERS",9,-34.639350302,-58.5288185649999,1
500535,2016,"FEBRERO","JUEVES","2016-02-04",18,"Robo","Robo total","NO","SI","VERSALLES",10,-34.6343364969999,-58.528750152,1
500538,2016,"FEBRERO","JUEVES","2016-02-18",8,"Robo","Robo total","NO","NO","LINIERS",9,-34.635885103,-58.528700811,1
500541,2016,"FEBRERO","DOMINGO","2016-02-28",8,"Robo","Robo total","NO","NO","LINIERS",9,-34.6366991099999,-58.528606864,1
500544,2016,"FEBRERO","MIERCOLES","2016-02-10",18,"Robo","Robo automotor","SI","NO","VILLA REAL",10,-34.619171352,-58.52852481,1
500547,2016,"FEBRERO","LUNES","2016-02-01",9,"Robo","Robo total","NO","NO","LINIERS",9,-34.636908902,-58.5285157169999,1
500550,2016,"FEBRERO","SABADO","2016-02-13",20,"Robo","Robo total","NO","NO","LINIERS",9,-34.6379797559999,-58.52847159,1
500553,2016,"FEBRERO","LUNES","2016-02-08",0,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.6258389929999,-58.5284535559999,1
500556,2016,"FEBRERO","MIERCOLES","2016-02-03",7,"Robo","Robo total","SI","NO","LINIERS",9,-34.6379643289999,-58.528406269,1
500559,2016,"FEBRERO","SABADO","2016-02-06",3,"Robo","Robo total","NO","NO","LINIERS",9,-34.6379643289999,-58.528406269,1
500562,2016,"FEBRERO","VIERNES","2016-02-05",4,"Robo","Robo total","NO","NO","LINIERS",9,-34.6379643289999,-58.528406269,1
500565,2016,"FEBRERO","DOMINGO","2016-02-14",0,"Robo","Robo total","NO","NO","LINIERS",9,-34.6379643289999,-58.528406269,1
500568,2016,"FEBRERO","SABADO","2016-02-13",18,"Robo","Robo total","NO","NO","LINIERS",9,-34.6379643289999,-58.528406269,1
500571,2016,"FEBRERO","JUEVES","2016-02-25",7,"Robo","Robo total","NO","NO","LINIERS",9,-34.6379643289999,-58.528406269,1
500574,2016,"FEBRERO","JUEVES","2016-02-04",12,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.614178678,-58.5283939939999,1
500577,2016,"FEBRERO","LUNES","2016-02-29",0,"Robo","Robo total","NO","NO","LINIERS",9,-34.6383292369999,-58.528369905,1
500580,2016,"FEBRERO","LUNES","2016-02-15",13,"Robo","Robo total","NO","SI","VERSALLES",10,-34.627168696,-58.5280655029999,1
500583,2016,"FEBRERO","MARTES","2016-02-02",16,"Robo","Robo total","NO","NO","LINIERS",9,-34.6357974169999,-58.527979508,1
500586,2016,"FEBRERO","LUNES","2016-02-22",21,"Robo","Robo total","NO","NO","VERSALLES",10,-34.6326429649999,-58.5279750569999,1
500589,2016,"FEBRERO","MIERCOLES","2016-02-24",14,"Robo","Robo total","NO","SI","VILLA DEVOTO",11,-34.60962097,-58.5278251569999,1
500592,2016,"FEBRERO","DOMINGO","2016-02-21",23,"Robo","Robo total","NO","NO","VILLA REAL",10,-34.617033276,-58.527658312,1
