"id-mapa","anio","mes","dia","fecha","franja","tipo","subtipo","uso_arma","uso_moto","barrio","comuna","latitud","longitud","cantidad"
500110,2017,"ENERO","DOMINGO","2017-01-01",11,"Robo","Robo total","NO","NO","VILLA SANTA RITA",11,-34.6149884,-58.484139,1
500113,2017,"ENERO","DOMINGO","2017-01-01",8,"Robo","Robo total","NO","NO","PALERMO",14,-34.5856174,-58.4362709,1
500116,2017,"ENERO","DOMINGO","2017-01-01",0,"Robo","Robo total","NO","NO","VELEZ SARSFIELD",10,-34.6309253,-58.4970731,1
500119,2017,"ENERO","DOMINGO","2017-01-01",2,"Robo","Robo total","NO","NO","RETIRO",1,-34.5950401,-58.3778701,1
500122,2017,"ENERO","DOMINGO","2017-01-01",11,"Robo","Robo total","SI","NO","VILLA REAL",10,-34.6260316,-58.527866,1
500125,2017,"ENERO","DOMINGO","2017-01-01",9,"Robo","Robo total","NO","NO","PALERMO",14,-34.5801544,-58.4300156,1
500128,2017,"ENERO","DOMINGO","2017-01-01",5,"Robo","Robo total","NO","NO","PALERMO",14,-34.5851597,-58.4375305,1
500131,2017,"ENERO","DOMINGO","2017-01-01",20,"Robo","Robo total","NO","NO","SAAVEDRA",12,-34.5509568,-58.4965058,1
500134,2017,"ENERO","DOMINGO","2017-01-01",12,"Robo","Robo total","NO","NO","VERSALLES",10,-34.6329386,-58.512106,1
500137,2017,"ENERO","DOMINGO","2017-01-01",22,"Robo","Robo total","SI","NO","NUEVA POMPEYA",4,-34.6529134,-58.4214249,1
500140,2017,"ENERO","DOMINGO","2017-01-01",15,"Robo","Robo automotor","NO","NO","LINIERS",9,-34.6455913,-58.5125489,1
500143,2017,"ENERO","DOMINGO","2017-01-01",14,"Robo","Robo total","SI","NO","VILLA DEVOTO",11,-34.5918889,-58.5156437,1
500146,2017,"ENERO","DOMINGO","2017-01-01",21,"Robo","Robo total","NO","SI","VILLA URQUIZA",12,-34.5717125,-58.4806612,1
500149,2017,"ENERO","DOMINGO","2017-01-01",10,"Robo","Robo total","NO","NO","FLORES",7,-34.6288561,-58.4722428,1
500152,2017,"ENERO","DOMINGO","2017-01-01",3,"Robo","Robo total","NO","NO","RECOLETA",2,-34.5893498,-58.40806,1
500155,2017,"ENERO","DOMINGO","2017-01-01",3,"Robo","Robo total","NO","NO","FLORES",7,-34.6256228,-58.4762319,1
500158,2017,"ENERO","DOMINGO","2017-01-01",18,"Robo","Robo total","NO","NO","VILLA GRAL. MITRE",11,-34.6162866,-58.4656993,1
500161,2017,"ENERO","DOMINGO","2017-01-01",2,"Robo","Robo total","NO","NO","RECOLETA",2,-34.588566,-58.3899773,1
500164,2017,"ENERO","DOMINGO","2017-01-01",20,"Robo","Robo total","SI","NO","BOCA",4,-34.6389578,-58.3584926,1
500167,2017,"ENERO","DOMINGO","2017-01-01",19,"Robo","Robo total","SI","NO","CABALLITO",6,-34.6054789,-58.455201,1
500170,2017,"ENERO","DOMINGO","2017-01-01",15,"Robo","Robo total","NO","NO","BELGRANO",13,-34.555654,-58.4560161,1
500173,2017,"ENERO","DOMINGO","2017-01-01",7,"Robo","Robo total","NO","NO","PALERMO",14,-34.5718209,-58.4317491,1
500176,2017,"ENERO","LUNES","2017-01-02",23,"Robo","Robo total","NO","NO","BOEDO",5,-34.6383024,-58.4162292,1
500179,2017,"ENERO","LUNES","2017-01-02",23,"Robo","Robo total","NO","NO","NUEVA POMPEYA",4,-34.6518369,-58.4322716,1
500182,2017,"ENERO","LUNES","2017-01-02",23,"Robo","Robo total","NO","SI","RECOLETA",2,-34.5953684,-58.406683,1
500185,2017,"ENERO","LUNES","2017-01-02",1,"Robo","Robo total","NO","NO",NULL,NULL,NULL,NULL,1
500188,2017,"ENERO","LUNES","2017-01-02",3,"Robo","Robo total","NO","NO","CHACARITA",15,-34.5904627,-58.4441988,1
500191,2017,"ENERO","LUNES","2017-01-02",2,"Robo","Robo total","NO","NO","NUEVA POMPEYA",4,-34.6519921,-58.4073155,1
500194,2017,"ENERO","LUNES","2017-01-02",2,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.6433789,-58.4044238,1
500197,2017,"ENERO","LUNES","2017-01-02",4,"Robo","Robo total","NO","NO","BALVANERA",3,-34.608376,-58.403436,1
500200,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","NO","NO","VILLA URQUIZA",12,-34.577964,-58.4884712,1
500203,2017,"ENERO","LUNES","2017-01-02",9,"Robo","Robo total","SI","NO","PARQUE CHACABUCO",7,-34.6366997,-58.4421677,1
500206,2017,"ENERO","LUNES","2017-01-02",9,"Robo","Robo total","NO","NO","BARRACAS",4,-34.6467376,-58.3877169,1
500209,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.6454855,-58.4053895,1
500212,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","NO","NO","CABALLITO",6,-34.604288,-58.4365543,1
500215,2017,"ENERO","LUNES","2017-01-02",10,"Robo","Robo total","NO","NO","SAN NICOLAS",1,-34.6011382,-58.3786421,1
500218,2017,"ENERO","LUNES","2017-01-02",12,"Robo","Robo total","NO","NO","SAAVEDRA",12,-34.5442194,-58.4790208,1
500221,2017,"ENERO","LUNES","2017-01-02",1,"Robo","Robo total","NO","NO","VILLA PUEYRREDON",12,-34.5790309,-58.499816,1
500224,2017,"ENERO","LUNES","2017-01-02",13,"Robo","Robo total","NO","NO","SAN CRISTOBAL",3,-34.6248278,-58.4069544,1
500227,2017,"ENERO","LUNES","2017-01-02",15,"Robo","Robo total","NO","NO","VILLA LUGANO",8,-34.6768773,-58.4675661,1
500230,2017,"ENERO","LUNES","2017-01-02",2,"Robo","Robo total","NO","NO","CABALLITO",6,-34.626644,-58.4332681,1
500233,2017,"ENERO","LUNES","2017-01-02",15,"Robo","Robo total","NO","NO","VILLA LUGANO",8,-34.6825836,-58.4741154,1
500236,2017,"ENERO","LUNES","2017-01-02",23,"Robo","Robo total","NO","NO","CONSTITUCION",1,-34.6239816,-58.389768,1
500239,2017,"ENERO","LUNES","2017-01-02",13,"Robo","Robo total","NO","NO","RECOLETA",2,-34.5916507,-58.4071373,1
500242,2017,"ENERO","LUNES","2017-01-02",22,"Robo","Robo total","NO","NO","SAN CRISTOBAL",3,-34.6268297,-58.3972097,1
500245,2017,"ENERO","LUNES","2017-01-02",4,"Robo","Robo total","NO","NO","VILLA URQUIZA",12,-34.5755681,-58.4843335,1
500248,2017,"ENERO","LUNES","2017-01-02",8,"Robo","Robo total","NO","NO","CONSTITUCION",1,-34.6252124,-58.3913299,1
500251,2017,"ENERO","LUNES","2017-01-02",9,"Robo","Robo total","SI","NO","CABALLITO",6,-34.6259249,-58.4284443,1
500254,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","NO","NO","CONSTITUCION",1,-34.6201189,-58.3902004,1
500257,2017,"ENERO","LUNES","2017-01-02",15,"Robo","Robo total","NO","NO","SAN NICOLAS",1,-34.602078,-58.379528,1
500260,2017,"ENERO","LUNES","2017-01-02",10,"Robo","Robo total","NO","NO","PARQUE CHACABUCO",7,-34.6312142,-58.4315577,1
500263,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","NO","NO","SAN NICOLAS",1,-34.6017925,-58.3895482,1
500266,2017,"ENERO","LUNES","2017-01-02",9,"Robo","Robo total","NO","NO","MONSERRAT",1,-34.6097552,-58.383417,1
500269,2017,"ENERO","LUNES","2017-01-02",15,"Robo","Robo total","NO","SI","CONSTITUCION",1,-34.6224679,-58.3871821,1
500272,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","NO","NO","BELGRANO",13,-34.5605053,-58.4605689,1
500275,2017,"ENERO","LUNES","2017-01-02",13,"Robo","Robo total","SI","NO","VILLA GRAL. MITRE",11,-34.603456,-58.4633,1
500278,2017,"ENERO","LUNES","2017-01-02",18,"Robo","Robo total","NO","NO","CHACARITA",15,-34.5833186,-58.4527786,1
500281,2017,"ENERO","LUNES","2017-01-02",14,"Robo","Robo total","NO","NO","SAN TELMO",1,-34.6240575,-58.3680728,1
500284,2017,"ENERO","LUNES","2017-01-02",9,"Robo","Robo total","NO","NO","RECOLETA",2,-34.5972026,-58.3967749,1
500287,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","NO","NO","VILLA URQUIZA",12,-34.5715868,-58.4936559,1
500290,2017,"ENERO","LUNES","2017-01-02",13,"Robo","Robo total","NO","NO","MONSERRAT",1,-34.6097495,-58.3820958,1
500293,2017,"ENERO","LUNES","2017-01-02",4,"Robo","Robo total","SI","NO","VILLA SOLDATI",8,-34.6596108,-58.4427189,1
500296,2017,"ENERO","LUNES","2017-01-02",5,"Robo","Robo total","SI","NO","BALVANERA",3,-34.6125975,-58.408728,1
500299,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","SI","NO","VILLA URQUIZA",12,-34.5730715,-58.4995452,1
500302,2017,"ENERO","LUNES","2017-01-02",3,"Robo","Robo total","SI","NO","VILLA SOLDATI",8,-34.6667539,-58.4409693,1
500305,2017,"ENERO","LUNES","2017-01-02",15,"Robo","Robo total","NO","NO","FLORES",7,-34.6471681,-58.461762,1
500308,2017,"ENERO","LUNES","2017-01-02",17,"Robo","Robo total","NO","SI","SAN NICOLAS",1,-34.6071972,-58.3750287,1
500311,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","SI","NO","ALMAGRO",5,-34.6180337,-58.4190495,1
500314,2017,"ENERO","LUNES","2017-01-02",1,"Robo","Robo automotor","SI","NO","ALMAGRO",5,-34.6024008,-58.429682,1
500317,2017,"ENERO","LUNES","2017-01-02",17,"Robo","Robo automotor","NO","NO","LINIERS",9,-34.6467097,-58.5269314,1
500320,2017,"ENERO","LUNES","2017-01-02",18,"Robo","Robo total","NO","NO","LINIERS",9,-34.6381775,-58.5252491,1
500323,2017,"ENERO","LUNES","2017-01-02",19,"Robo","Robo total","NO","NO","VILLA RIACHUELO",8,-34.6914418,-58.4752243,1
500326,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo automotor","SI","NO","VILLA GRAL. MITRE",11,-34.6172037,-58.4696921,1
500329,2017,"ENERO","LUNES","2017-01-02",11,"Robo","Robo total","NO","SI","BOCA",4,-34.6374535,-58.3642148,1
500332,2017,"ENERO","LUNES","2017-01-02",19,"Robo","Robo total","SI","NO","CHACARITA",15,-34.583794,-58.44681,1
500335,2017,"ENERO","LUNES","2017-01-02",10,"Robo","Robo total","NO","NO","COLEGIALES",13,-34.5765574,-58.4452874,1
500338,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","NO","NO","MONSERRAT",1,-34.6102374,-58.3734581,1
500341,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","NO","NO","SAN TELMO",1,-34.6160299,-58.3717082,1
500344,2017,"ENERO","LUNES","2017-01-02",21,"Robo","Robo total","SI","NO","VILLA LUGANO",8,-34.6798824,-58.4711276,1
500347,2017,"ENERO","LUNES","2017-01-02",7,"Robo","Robo total","NO","NO","SAN NICOLAS",1,-34.6073979,-58.374174,1
500350,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","NO","NO","SAN TELMO",1,-34.6254621,-58.3726338,1
500353,2017,"ENERO","LUNES","2017-01-02",12,"Robo","Robo total","NO","NO","FLORESTA",10,-34.626644,-58.4905629,1
500356,2017,"ENERO","LUNES","2017-01-02",17,"Robo","Robo total","NO","SI","SAN TELMO",1,-34.6227912,-58.3681852,1
500359,2017,"ENERO","LUNES","2017-01-02",15,"Robo","Robo total","NO","NO","ALMAGRO",5,-34.6143579,-58.429969,1
500362,2017,"ENERO","LUNES","2017-01-02",17,"Robo","Robo total","NO","NO","VILLA DEVOTO",11,-34.6029554,-58.5064317,1
500365,2017,"ENERO","LUNES","2017-01-02",15,"Robo","Robo total","NO","NO","PALERMO",14,-34.5910745,-58.4132187,1
500368,2017,"ENERO","LUNES","2017-01-02",17,"Robo","Robo total","NO","NO","BARRACAS",4,-34.645165,-58.3921068,1
500371,2017,"ENERO","LUNES","2017-01-02",18,"Robo","Robo total","SI","NO","BELGRANO",13,-34.559414,-58.459325,1
500374,2017,"ENERO","LUNES","2017-01-02",18,"Robo","Robo total","NO","SI","PALERMO",14,-34.5670348,-58.4454556,1
500377,2017,"ENERO","LUNES","2017-01-02",6,"Robo","Robo total","NO","NO","PARQUE CHACABUCO",7,-34.6379884,-58.4370244,1
500380,2017,"ENERO","LUNES","2017-01-02",19,"Robo","Robo total","NO","NO","BELGRANO",13,-34.5560594,-58.4562274,1
500383,2017,"ENERO","LUNES","2017-01-02",19,"Robo","Robo total","NO","NO","CABALLITO",6,-34.6064346,-58.4386913,1
500386,2017,"ENERO","LUNES","2017-01-02",13,"Robo","Robo total","NO","SI","PALERMO",14,-34.5778214,-58.4369859,1
500389,2017,"ENERO","LUNES","2017-01-02",21,"Robo","Robo total","NO","NO","MATADEROS",9,-34.66195,-58.5024107,1
500392,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","NO","NO","RECOLETA",2,-34.5897399,-58.4067185,1
500395,2017,"ENERO","LUNES","2017-01-02",13,"Robo","Robo total","NO","NO","PALERMO",14,-34.5749082,-58.4353503,1
500398,2017,"ENERO","LUNES","2017-01-02",22,"Robo","Robo total","SI","SI","BALVANERA",3,-34.6010443,-58.3957329,1
500401,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","NO","NO","RETIRO",1,-34.5919282,-58.3781172,1
500404,2017,"ENERO","LUNES","2017-01-02",21,"Robo","Robo total","SI","NO","MATADEROS",9,-34.6479861,-58.4928706,1
500407,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","NO","NO","BARRACAS",4,-34.6485477,-58.3749149,1
500410,2017,"ENERO","LUNES","2017-01-02",5,"Robo","Robo total","NO","NO","MONSERRAT",1,-34.6123658,-58.3703152,1
500413,2017,"ENERO","LUNES","2017-01-02",10,"Robo","Robo total","NO","NO","MONSERRAT",1,-34.6103211,-58.3918545,1
500416,2017,"ENERO","LUNES","2017-01-02",17,"Robo","Robo total","NO","NO","RECOLETA",2,-34.5885357,-58.3958583,1
500419,2017,"ENERO","LUNES","2017-01-02",21,"Robo","Robo total","NO","NO","NUEVA POMPEYA",4,-34.6493824,-58.4086807,1
500422,2017,"ENERO","LUNES","2017-01-02",12,"Robo","Robo total","NO","NO","MONSERRAT",1,-34.6167564,-58.3837037,1
500425,2017,"ENERO","LUNES","2017-01-02",15,"Robo","Robo total","SI","NO","PALERMO",14,-34.5901202,-58.4260765,1
500428,2017,"ENERO","LUNES","2017-01-02",14,"Robo","Robo total","NO","NO","VILLA URQUIZA",12,-34.5815228,-58.4831401,1
500431,2017,"ENERO","LUNES","2017-01-02",12,"Robo","Robo total","NO","NO","LINIERS",9,-34.63892,-58.5299774,1
500434,2017,"ENERO","LUNES","2017-01-02",23,"Robo","Robo total","NO","NO","ALMAGRO",5,-34.6085434,-58.4200592,1
500437,2017,"ENERO","LUNES","2017-01-02",10,"Robo","Robo total","NO","NO","BELGRANO",13,-34.5585557,-58.4611336,1
500440,2017,"ENERO","LUNES","2017-01-02",14,"Robo","Robo total","NO","NO","BALVANERA",3,-34.6046324,-58.3994837,1
500443,2017,"ENERO","LUNES","2017-01-02",3,"Robo","Robo total","NO","NO","PALERMO",14,-34.5895422,-58.4292628,1
500446,2017,"ENERO","LUNES","2017-01-02",15,"Robo","Robo total","NO","NO","BALVANERA",3,-34.5998924,-58.4001719,1
500449,2017,"ENERO","LUNES","2017-01-02",7,"Robo","Robo total","NO","NO","PARQUE AVELLANEDA",9,-34.6470037,-58.4826766,1
500452,2017,"ENERO","LUNES","2017-01-02",10,"Robo","Robo total","NO","SI","VILLA LUGANO",8,-34.6675293,-58.4837418,1
500455,2017,"ENERO","LUNES","2017-01-02",5,"Robo","Robo total","SI","NO","VILLA LUGANO",8,-34.673205,-58.478384,1
500458,2017,"ENERO","LUNES","2017-01-02",6,"Robo","Robo total","SI","SI","VILLA LUGANO",8,-34.6759853,-58.4727062,1
500461,2017,"ENERO","LUNES","2017-01-02",22,"Robo","Robo total","SI","NO","VILLA LUGANO",8,-34.6741252,-58.4872433,1
500464,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","NO","NO","ALMAGRO",5,-34.6059299,-58.4183788,1
500467,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","NO","NO","ALMAGRO",5,-34.6071244,-58.4147461,1
500470,2017,"ENERO","LUNES","2017-01-02",1,"Robo","Robo total","NO","SI","FLORESTA",10,-34.6250544,-58.488965,1
500473,2017,"ENERO","LUNES","2017-01-02",11,"Robo","Robo total","SI","SI","MATADEROS",9,-34.667931,-58.4936093,1
500476,2017,"ENERO","LUNES","2017-01-02",11,"Robo","Robo automotor","SI","NO","VILLA LUGANO",8,-34.6705039,-58.4723426,1
500479,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","NO","SI","VILLA LUGANO",8,-34.6663904,-58.4892312,1
500482,2017,"ENERO","LUNES","2017-01-02",11,"Robo","Robo total","NO","SI","PARQUE CHACABUCO",7,-34.6293459,-58.4335001,1
500485,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","NO","NO","CABALLITO",6,-34.617627,-58.4383253,1
500488,2017,"ENERO","LUNES","2017-01-02",12,"Robo","Robo total","NO","NO","BOCA",4,-34.6372283,-58.3575889,1
500491,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","SI","SI","AGRONOMIA",15,-34.5950831,-58.5018099,1
500494,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","NO","NO","VILLA PUEYRREDON",12,-34.5786309,-58.5038156,1
500497,2017,"ENERO","LUNES","2017-01-02",12,"Robo","Robo total","NO","NO","BALVANERA",3,-34.6101044,-58.4059389,1
500500,2017,"ENERO","LUNES","2017-01-02",12,"Robo","Robo total","NO","NO","RETIRO",1,-34.5936217,-58.3739115,1
500503,2017,"ENERO","LUNES","2017-01-02",7,"Robo","Robo total","SI","NO","NUEVA POMPEYA",4,-34.6548272,-58.4163206,1
500506,2017,"ENERO","LUNES","2017-01-02",21,"Robo","Robo total","SI","NO","AGRONOMIA",15,-34.5967748,-58.4971553,1
500509,2017,"ENERO","LUNES","2017-01-02",19,"Robo","Robo total","NO","NO","VILLA SOLDATI",8,-34.6601705,-58.4558734,1
500512,2017,"ENERO","LUNES","2017-01-02",17,"Robo","Robo total","SI","NO","BALVANERA",3,-34.6108443,-58.4032295,1
500515,2017,"ENERO","LUNES","2017-01-02",5,"Robo","Robo total","NO","NO","COLEGIALES",13,-34.5701256,-58.4520994,1
500518,2017,"ENERO","LUNES","2017-01-02",12,"Robo","Robo total","NO","NO","VILLA SANTA RITA",11,-34.6106709,-58.485534,1
500521,2017,"ENERO","LUNES","2017-01-02",11,"Robo","Robo total","NO","NO","CONSTITUCION",1,-34.6309805,-58.3841048,1
500524,2017,"ENERO","LUNES","2017-01-02",1,"Robo","Robo total","NO","NO","CONSTITUCION",1,-34.6246134,-58.3814185,1
500527,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","NO","NO","RETIRO",1,-34.5989628,-58.3797428,1
500530,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","NO","NO","RECOLETA",2,-34.5921589,-58.4015523,1
500533,2017,"ENERO","LUNES","2017-01-02",21,"Robo","Robo total","NO","NO","SAAVEDRA",12,-34.5535859,-58.4978058,1
500536,2017,"ENERO","LUNES","2017-01-02",1,"Robo","Robo total","NO","NO","ALMAGRO",5,-34.6050271,-58.4136356,1
500539,2017,"ENERO","LUNES","2017-01-02",19,"Robo","Robo total","NO","SI","FLORESTA",10,-34.6308241,-58.485974,1
500542,2017,"ENERO","LUNES","2017-01-02",22,"Robo","Robo total","NO","NO","PALERMO",14,-34.5930473,-58.4135246,1
500545,2017,"ENERO","LUNES","2017-01-02",19,"Robo","Robo total","NO","NO","RETIRO",1,-34.5963519,-58.3784425,1
500548,2017,"ENERO","LUNES","2017-01-02",19,"Robo","Robo total","NO","SI","NUEVA POMPEYA",4,-34.6419077,-58.4179546,1
500551,2017,"ENERO","LUNES","2017-01-02",0,"Robo","Robo total","NO","NO","CONSTITUCION",1,-34.6259618,-58.3822497,1
500554,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","NO","NO","BALVANERA",3,-34.6047601,-58.409142,1
500557,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","SI","NO","BALVANERA",3,-34.6099593,-58.4033252,1
500560,2017,"ENERO","LUNES","2017-01-02",22,"Robo","Robo automotor","NO","NO","BOEDO",5,-34.6303442,-58.4117961,1
500563,2017,"ENERO","LUNES","2017-01-02",14,"Robo","Robo total","NO","NO","CONSTITUCION",1,-34.6209075,-58.3775412,1
500566,2017,"ENERO","LUNES","2017-01-02",10,"Robo","Robo total","NO","NO","CONSTITUCION",1,-34.6277901,-58.3814858,1
500569,2017,"ENERO","LUNES","2017-01-02",23,"Robo","Robo automotor","SI","NO","BOEDO",5,-34.6372453,-58.4198424,1
500572,2017,"ENERO","LUNES","2017-01-02",21,"Robo","Robo total","NO","NO","PUERTO MADERO",1,-34.6171762,-58.3580827,1
500575,2017,"ENERO","LUNES","2017-01-02",5,"Robo","Robo total","NO","NO","BALVANERA",3,-34.6045425,-58.405481,1
500578,2017,"ENERO","LUNES","2017-01-02",22,"Robo","Robo automotor","SI","NO","CABALLITO",6,-34.6225541,-58.4442834,1
500581,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","NO","NO","PARQUE CHACABUCO",7,-34.6297886,-58.438265,1
500584,2017,"ENERO","LUNES","2017-01-02",21,"Robo","Robo total","NO","NO","CABALLITO",6,-34.6222524,-58.4373164,1
500587,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","NO","NO","CABALLITO",6,-34.6249951,-58.4495018,1
500590,2017,"ENERO","LUNES","2017-01-02",20,"Robo","Robo total","NO","NO","SAN CRISTOBAL",3,-34.6235446,-58.4004331,1
500593,2017,"ENERO","LUNES","2017-01-02",16,"Robo","Robo total","SI","NO","ALMAGRO",5,-34.6000066,-58.4188718,1
500596,2017,"ENERO","LUNES","2017-01-02",18,"Robo","Robo total","NO","NO","VILLA PUEYRREDON",12,-34.5772305,-58.5015398,1
500599,2017,"ENERO","LUNES","2017-01-02",13,"Robo","Robo total","NO","NO","SAN NICOLAS",1,-34.6070388,-58.3778601,1
500602,2017,"ENERO","LUNES","2017-01-02",6,"Robo","Robo total","SI","NO","ALMAGRO",5,-34.6031587,-58.4209609,1
